fuel_type,accidents,luxury_brand,engine_size,automatic_transmission,car_age,mileage_status,external_color,internal_color,metallic_color,price
Gasoline,Yes,Yes,3,Yes,18,verylow,Other,Beige,No,11500
Gasoline,No,Yes,4.4,Yes,9,verylow,Red,Black,No,59549
Gasoline,No,Yes,3,Yes,5,avg,White,Other_Colored,No,39998
Gasoline,No,No,2.4,Yes,10,low,White,Beige,Yes,15363
Electric,No,No,,Yes,1,low,Gray,Other_Colored,No,95000
Gasoline,No,Yes,2,No,9,low,Black,Other_Colored,No,29995
Gasoline,No,No,6.2,Yes,7,avg,Black,Black,No,60999
Gasoline,No,No,2.5,Yes,4,above_expected,White,Black,No,18000
Gasoline,No,Yes,5,Yes,4,avg,White,Other_Colored,No,72000
Gasoline,Yes,Yes,2.5,Yes,14,avg,Black,Other_Colored,No,13250
Hybrid,No,Yes,3,Yes,1,verylow,Gray,Black,No,78350
Gasoline,Yes,Yes,2,Yes,6,above_expected,Gray,Beige,No,22000
Gasoline,No,No,2.7,Yes,16,avg,Black,Gray,No,3850
Gasoline,No,No,3.6,Yes,3,low,Black,Black,No,37995
Gasoline,Yes,Yes,3,Yes,7,low,White,Black,No,39000
Gasoline,No,No,5.3,Yes,5,high,White,Black,No,42995
Gasoline,No,Yes,4,Yes,4,high,Gray,Black,No,91500
Electric,No,No,,Yes,1,verylow,Red,Other_Colored,No,94500
Hybrid,No,No,2.5,Yes,5,high,Gray,Gray,No,33000
Gasoline,No,Yes,2.9,Yes,5,low,Gray,Black,No,53900
Gasoline,No,Yes,2,Yes,4,avg,Red,Black,Yes,36598
Gasoline,No,Yes,2,Yes,4,low,Blue,Other_Colored,Yes,35345
Gasoline,No,No,6.2,Yes,17,low,Black,Black,No,22999
Other,No,No,6.2,Yes,5,avg,Black,Black,No,47756
Gasoline,No,No,3.5,Yes,19,avg,Blue,Black,No,9950
Gasoline,No,No,2.5,Yes,14,high,Blue,Black,No,7600
Gasoline,Yes,No,1.7,Yes,21,avg,White,Gray,No,3000
Gasoline,No,Yes,3.8,Yes,4,verylow,Black,Black,No,185000
Gasoline,No,Yes,3,Yes,8,verylow,Gray,Other_Colored,No,36000
Gasoline,No,No,5.7,Yes,2,above_expected,Other,Other_Colored,No,58900
Gasoline,No,Yes,3,Yes,7,avg,White,Other_Colored,No,27995
Gasoline,No,Yes,3,Yes,22,low,Silver,Black,No,6348
Gasoline,No,No,4.6,Yes,19,avg,Black,Beige,No,2000
Other,No,No,2.5,Yes,6,high,Red,Other_Colored,No,21500
Gasoline,Yes,No,3.6,Yes,8,avg,Red,Black,No,19998
Gasoline,No,No,3.5,Yes,8,low,Silver,Beige,No,21000
Gasoline,No,No,1.5,No,14,avg,Red,Gray,No,5000
Gasoline,Yes,Yes,4,Yes,5,avg,Black,Black,No,72000
Hybrid,No,Yes,3,Yes,2,above_expected,White,Black,No,71998
Gasoline,Yes,Yes,4,Yes,5,avg,White,Black,No,127899
Gasoline,No,No,1.6,No,10,high,Blue,Other_Colored,No,11000
Gasoline,No,No,4,Yes,5,avg,Black,Beige,Yes,40368
Hybrid,No,Yes,4,Yes,3,verylow,Black,Black,No,99900
Gasoline,No,Yes,4,Yes,7,low,White,Black,No,67900
Gasoline,Yes,No,1.8,No,25,low,Other,Beige,No,12900
Gasoline,Yes,Yes,3,Yes,7,avg,White,Beige,No,33999
Gasoline,No,No,7,No,17,verylow,Other,Black,No,47500
Diesel,Yes,No,6.7,Yes,3,above_expected,White,Beige,No,73000
Gasoline,No,No,2,Yes,2,low,Blue,Other_Colored,No,27900
Gasoline,No,Yes,4.4,Yes,12,avg,Black,Black,No,16000
Gasoline,No,Yes,3,Yes,0,above_expected,Black,Black,No,128995
Gasoline,No,Yes,4.6,Yes,6,high,Red,Beige,No,37300
Gasoline,No,Yes,3,Yes,7,above_expected,Gray,Beige,No,25999
Gasoline,Yes,Yes,2,Yes,6,low,White,Other_Colored,No,26600
Hybrid,No,Yes,3,Yes,1,low,Black,Black,No,95998
Gasoline,No,Yes,4.4,Yes,5,low,Black,Black,No,50998
Gasoline,No,Yes,3,Yes,9,avg,White,Other_Colored,No,44950
Gasoline,No,Yes,6.7,Yes,3,verylow,White,Other_Colored,No,314900
Electric,No,Yes,,Yes,5,low,Blue,Beige,No,38000
Gasoline,Yes,Yes,2.5,Yes,13,avg,Gray,Beige,No,11400
Gasoline,No,Yes,2,Yes,8,avg,White,Black,No,19000
Gasoline,Yes,Yes,3.9,Yes,9,verylow,Red,Beige,No,124990
Gasoline,No,Yes,5,Yes,6,low,Black,Other_Colored,No,63997
Electric,No,No,,Yes,2,low,Other,Black,No,38998
Gasoline,Yes,No,5.3,Yes,19,avg,Silver,Gray,No,5800
Gasoline,No,Yes,3.5,Yes,16,avg,Red,Beige,No,8995
Gasoline,No,No,3.7,No,14,verylow,Silver,Other_Colored,No,29000
Gasoline,No,No,5.7,Yes,20,avg,Black,Black,No,5700
Gasoline,No,No,3.5,Yes,8,high,White,Beige,No,19995
Gasoline,No,Yes,3.7,Yes,9,avg,Gray,Black,No,17800
Gasoline,No,Yes,4.4,Yes,1,low,White,Black,No,105900
Gasoline,No,No,3.5,Yes,8,above_expected,Red,Beige,No,19780
Gasoline,No,Yes,2,Yes,4,verylow,White,Black,No,36000
Gasoline,No,Yes,3,Yes,6,avg,Silver,Black,No,37000
Gasoline,No,No,1.5,Yes,3,low,Blue,Other_Colored,No,31621
Gasoline,No,No,2.8,Yes,23,avg,Silver,Other_Colored,No,5500
Gasoline,No,Yes,5,Yes,7,avg,Black,Black,No,51500
Hybrid,No,Yes,2,Yes,4,avg,Silver,Black,No,44998
Gasoline,No,No,5.7,Yes,3,high,Red,Black,Yes,45277
Electric,No,No,,Yes,1,verylow,Gray,Gray,No,91000
Gasoline,No,Yes,6.6,Yes,3,low,Black,Other_Colored,No,91900
Gasoline,No,Yes,5.7,Yes,6,avg,White,Black,No,65000
Gasoline,No,Yes,2,Yes,5,high,White,Black,No,38000
Gasoline,No,Yes,3.5,No,1,low,White,Other_Colored,No,54998
Gasoline,No,Yes,5,Yes,6,high,Black,Black,No,65000
Gasoline,Yes,Yes,3,Yes,5,avg,Gray,Black,No,43500
Gasoline,Yes,Yes,2,Yes,6,high,Silver,Black,No,34900
Gasoline,No,No,5.7,Yes,4,high,White,Black,No,50658
Gasoline,No,Yes,3,Yes,5,low,Black,Black,No,42900
Hybrid,No,Yes,4,Yes,4,avg,Black,Beige,Yes,59598
Gasoline,No,No,6.2,Yes,3,verylow,Black,Beige,No,93000
Gasoline,No,Yes,4,Yes,8,verylow,Red,Black,No,85500
Gasoline,Yes,Yes,4,Yes,15,avg,Gray,Black,No,28000
Gasoline,No,No,2.4,Yes,15,high,Silver,Black,No,6250
Gasoline,No,Yes,6.7,Yes,2,verylow,Other,Other_Colored,No,449995
Gasoline,Yes,No,6.2,Yes,9,avg,Black,Beige,No,35999
Gasoline,No,Yes,2,Yes,4,avg,Silver,Black,No,36570
Gasoline,No,Yes,2,Yes,2,above_expected,Other,Black,No,29999
Other,No,No,,Yes,7,avg,White,Beige,No,20000
Other,No,No,2.4,Yes,11,low,Silver,Gray,No,11995
Gasoline,No,Yes,4,Yes,4,low,Black,Black,Yes,104900
Gasoline,Yes,No,6.4,Yes,3,high,Gray,Gray,No,48000
Gasoline,No,Yes,2,Yes,6,low,Black,Black,No,44900
Gasoline,No,Yes,2,Yes,4,avg,Gray,Other_Colored,Yes,36998
Gasoline,No,Yes,2,Yes,4,low,Black,Other_Colored,No,50000
Gasoline,Yes,No,3.5,Yes,4,above_expected,Black,Beige,No,48999
Hybrid,Yes,No,3.3,Yes,18,above_expected,Other,Beige,No,5000
Gasoline,No,No,4.7,Yes,19,high,Blue,Gray,No,8500
Gasoline,No,No,3.5,Yes,1,verylow,Blue,Gray,No,87500
Diesel,No,No,6.6,Yes,8,above_expected,White,Gray,No,19500
Electric,No,No,,Yes,2,avg,Black,Other_Colored,No,33000
Hybrid,No,No,2,Yes,3,high,White,Black,No,42998
Hybrid,No,Yes,3,Yes,1,verylow,Black,Beige,No,87000
Gasoline,No,Yes,3,Yes,3,low,Other,Other_Colored,No,87500
Gasoline,No,No,5.7,Yes,4,high,Gray,Black,No,45423
Gasoline,No,Yes,2,Yes,3,avg,Gray,Black,No,32000
Gasoline,No,Yes,3,Yes,16,low,White,Beige,No,15300
Gasoline,No,No,2.5,Yes,6,low,Blue,Black,No,20500
Gasoline,No,Yes,3,Yes,6,low,White,Beige,No,39999
Gasoline,No,No,2,Yes,16,verylow,Blue,Black,No,14995
Gasoline,No,Yes,2.5,Yes,19,avg,White,Beige,No,9950
Hybrid,No,Yes,2,Yes,4,high,Blue,Beige,No,65000
Gasoline,No,Yes,2,Yes,3,low,Red,Black,No,38781
Gasoline,No,Yes,3.5,No,2,above_expected,Black,Other_Colored,Yes,46598
Gasoline,Yes,No,6.2,Yes,3,above_expected,Black,Black,No,67100
Electric,No,Yes,,Yes,3,above_expected,White,Other_Colored,No,42000
Gasoline,No,Yes,3.5,Yes,11,avg,Silver,Black,No,11495
Gasoline,No,No,3.6,Yes,2,above_expected,Blue,Black,Yes,33299
Gasoline,No,Yes,4.4,Yes,11,avg,Other,Beige,No,16800
Gasoline,No,Yes,4.4,Yes,17,high,White,Beige,No,5750
Gasoline,No,Yes,2,Yes,3,low,Blue,Other_Colored,No,43000
Gasoline,Yes,Yes,2.7,No,17,low,Black,Gray,No,24999
Gasoline,No,No,3.5,Yes,3,high,Black,Other_Colored,No,62595
Electric,No,No,,Yes,1,verylow,Red,Black,No,94000
Gasoline,No,Yes,2,Yes,3,low,Black,Other_Colored,No,42598
Gasoline,No,No,5.4,No,12,verylow,Silver,Black,No,48000
Electric,Yes,Yes,,Yes,3,above_expected,Black,Black,No,36300
Gasoline,No,No,3.7,Yes,15,low,Silver,Black,No,15900
Gasoline,No,No,5.7,Yes,10,high,Black,Gray,No,33000
Gasoline,No,No,5.6,Yes,4,low,Black,Gray,No,63900
Gasoline,No,No,2.5,Yes,2,high,White,Gray,No,33500
Gasoline,No,Yes,5.6,Yes,10,above_expected,White,Beige,No,18900
Gasoline,Yes,Yes,4.3,Yes,16,verylow,White,Black,No,39000
Gasoline,No,Yes,3,Yes,7,verylow,Red,Other_Colored,No,107998
Gasoline,No,No,3.5,No,7,verylow,Silver,Other_Colored,No,69250
Gasoline,No,Yes,2,Yes,4,avg,Red,Other_Colored,No,45000
Gasoline,Yes,No,4,No,17,avg,Gray,Gray,No,6700
Gasoline,Yes,No,5.7,Yes,12,high,White,Black,No,13500
Gasoline,No,No,1.3,Yes,2,avg,White,Beige,No,31755
Electric,Yes,No,,Yes,6,avg,Black,Black,No,13999
Electric,No,No,,Yes,12,avg,Silver,Gray,No,4200
Gasoline,No,No,6.4,Yes,2,avg,Gray,Black,No,83998
Gasoline,No,No,3,No,1,verylow,Other,Black,No,65990
Gasoline,No,Yes,,Yes,11,avg,White,Other_Colored,No,15900
Gasoline,Yes,Yes,3.2,No,21,low,Silver,Black,No,22550
Gasoline,No,Yes,6,Yes,20,low,Silver,Black,No,37900
Gasoline,No,Yes,5,Yes,6,low,White,Black,No,53600
Gasoline,No,No,6.2,Yes,3,high,White,Black,No,85000
Gasoline,No,Yes,2,Yes,6,avg,Gray,Black,No,31990
Gasoline,No,No,2,Yes,4,above_expected,Black,Black,No,35297
Gasoline,No,Yes,4,Yes,8,high,Black,Black,No,29995
Other,No,No,6,Yes,9,high,Black,Beige,No,31900
Electric,No,Yes,,Yes,2,verylow,Silver,Black,No,44998
Gasoline,No,No,2.5,Yes,0,above_expected,Gray,Black,Yes,52991
Hybrid,Yes,No,2,Yes,7,avg,Gray,Black,No,11499
Gasoline,No,No,6.2,Yes,6,high,Black,Black,No,52000
Gasoline,Yes,Yes,3.2,No,16,high,Black,Black,No,10500
Gasoline,Yes,No,2.5,Yes,3,high,Black,Black,No,25987
Gasoline,No,Yes,5.5,Yes,8,low,Black,Black,No,46599
Gasoline,No,Yes,4.7,Yes,9,verylow,White,Beige,No,54500
Gasoline,Yes,Yes,3.5,Yes,10,high,Other,Beige,No,17500
Diesel,No,No,6.7,Yes,5,low,White,Black,Yes,67999
Gasoline,No,Yes,3,Yes,12,avg,Black,Beige,No,15500
Gasoline,No,Yes,3,No,1,verylow,Gray,Black,No,73600
Gasoline,No,No,5.7,Yes,5,above_expected,Black,Black,No,34918
Gasoline,No,Yes,2,Yes,11,high,Other,Beige,No,17000
Gasoline,Yes,No,3.6,Yes,5,high,Black,Beige,No,22500
Gasoline,Yes,No,1.4,Yes,8,high,Gray,Gray,No,13000
Gasoline,No,No,2.3,No,8,low,Blue,Black,No,31700
Gasoline,No,Yes,4,Yes,7,low,Gray,Black,No,64600
Gasoline,Yes,No,1.5,Yes,3,high,Other,Other_Colored,No,29614
Gasoline,No,No,3.6,Yes,3,verylow,Red,Black,No,43663
Hybrid,No,Yes,2,Yes,7,low,Silver,Black,No,20995
Gasoline,No,Yes,2,Yes,6,avg,Gray,Black,No,25625
Gasoline,No,Yes,3.7,Yes,11,verylow,Black,Black,No,33000
Gasoline,No,No,3.3,Yes,2,low,Other,Beige,No,41000
Gasoline,No,Yes,5.7,Yes,3,low,Black,Black,No,98000
Gasoline,No,No,3.6,Yes,2,above_expected,Gray,Black,No,43500
Hybrid,Yes,No,1.6,Yes,2,low,Blue,Gray,No,24999
Gasoline,No,No,2.7,Yes,15,low,Other,Other_Colored,No,6975
Hybrid,No,Yes,3,Yes,1,low,Blue,Other_Colored,No,76500
Gasoline,No,No,5.4,Yes,10,avg,White,Other_Colored,No,23598
Gasoline,No,Yes,4.4,Yes,6,avg,Gray,Beige,No,67250
Gasoline,No,No,2.8,Yes,23,low,Blue,Gray,No,14000
Gasoline,No,Yes,6.6,Yes,14,low,Silver,Black,No,69000
Gasoline,No,No,3.5,Yes,8,above_expected,Gray,Beige,No,26500
Gasoline,Yes,Yes,2,Yes,2,avg,Black,Black,No,39777
Gasoline,No,No,3.6,Yes,2,avg,Black,Black,No,41741
Gasoline,No,No,3.6,Yes,2,avg,Black,Other_Colored,No,56740
Gasoline,No,Yes,3.2,Yes,14,low,Other,Beige,No,5800
Gasoline,Yes,No,2,No,10,low,Blue,Black,No,25000
Gasoline,No,No,5.7,Yes,26,verylow,Red,Black,No,39500
Gasoline,No,No,6,Yes,18,low,Red,Beige,No,29994
Hybrid,No,Yes,4,Yes,3,low,White,Black,No,101998
Gasoline,Yes,No,3.7,Yes,13,high,Black,Black,No,10999
Gasoline,No,No,2.4,Yes,14,verylow,Red,Beige,No,6500
Gasoline,No,Yes,5,Yes,6,low,Blue,Other_Colored,No,72567
Gasoline,No,No,3.6,Yes,2,low,Black,Black,No,37500
Gasoline,No,Yes,3,Yes,4,low,Silver,Black,No,63999
Gasoline,No,Yes,4,Yes,5,verylow,Gray,Gray,No,135000
Gasoline,No,No,3.6,No,3,low,Black,Black,No,29900
Gasoline,No,Yes,4.4,Yes,6,avg,Blue,Black,No,54000
Gasoline,Yes,Yes,5.5,Yes,17,avg,Silver,Black,No,10000
Gasoline,No,No,6.2,Yes,2,high,Red,Black,No,81900
Gasoline,No,Yes,4,Yes,8,low,Gray,Black,No,67000
Gasoline,No,Yes,3,Yes,4,low,Other,Other_Colored,No,55998
Gasoline,No,No,3.5,Yes,2,low,White,Black,No,50500
Gasoline,Yes,Yes,4.3,No,16,low,Red,Beige,No,33995
Gasoline,No,No,3.5,No,18,low,Silver,Gray,No,10200
Other,Yes,No,5.7,Yes,11,high,White,Gray,No,18800
Gasoline,No,No,5.3,Yes,3,above_expected,Gray,Gray,No,62900
Gasoline,No,No,2.4,Yes,4,avg,White,Black,No,24590
Gasoline,No,Yes,2,Yes,2,low,Black,Black,No,47998
Gasoline,No,No,1.5,Yes,3,high,Red,Other_Colored,Yes,33410
Gasoline,Yes,Yes,4,Yes,7,avg,White,Black,No,42000
Gasoline,No,Yes,2.5,No,19,above_expected,Red,Beige,No,3550
Gasoline,Yes,Yes,3.5,Yes,7,avg,White,Black,No,29500
Gasoline,No,No,5.3,Yes,7,high,Gray,Gray,No,29999
Gasoline,No,No,5.3,Yes,9,above_expected,Black,Black,No,28000
Gasoline,No,Yes,3.5,Yes,2,avg,Black,Other_Colored,Yes,47950
Gasoline,No,Yes,6,Yes,4,low,Other,Other_Colored,No,162950
Gasoline,No,Yes,6.7,Yes,2,verylow,Silver,Other_Colored,No,695000
Gasoline,No,No,2.5,Yes,2,high,White,Black,No,44249
Gasoline,Yes,No,3.8,Yes,25,low,White,Black,No,2500
Gasoline,No,Yes,4.6,Yes,3,above_expected,Black,Black,No,51998
Gasoline,No,Yes,4.4,Yes,4,avg,Blue,Other_Colored,No,85998
Gasoline,No,Yes,3,Yes,1,verylow,Gray,Other_Colored,No,92900
Gasoline,No,No,3.6,Yes,3,avg,Silver,Black,No,38383
Gasoline,Yes,No,2,Yes,2,avg,Silver,Gray,No,24000
Gasoline,No,No,,Yes,6,avg,Silver,Black,No,14699
Gasoline,No,Yes,4.4,Yes,2,low,Other,Black,Yes,98900
Gasoline,No,No,3.6,Yes,3,low,White,Black,No,41950
Gasoline,No,No,3.6,Yes,3,avg,Black,Black,Yes,38322
Gasoline,No,No,2.5,Yes,3,verylow,Silver,Black,No,27599
Gasoline,Yes,Yes,3,Yes,9,avg,Other,Black,No,21000
Hybrid,No,Yes,3,Yes,2,avg,Gray,Black,No,63000
Gasoline,No,Yes,2,Yes,7,low,Gray,Black,No,22000
Gasoline,No,Yes,4,Yes,2,verylow,Black,Black,No,244896
Gasoline,No,Yes,3,Yes,5,low,Black,Black,No,43500
Gasoline,Yes,No,2,No,21,verylow,Blue,Black,No,28000
Gasoline,No,No,3.6,Yes,11,avg,Other,Black,Yes,24590
Diesel,Yes,Yes,2,Yes,9,avg,Black,Black,No,18999
Gasoline,No,No,2.8,No,22,low,Black,Black,No,4300
Gasoline,No,Yes,4.4,Yes,4,above_expected,Black,Other_Colored,No,68998
Gasoline,No,Yes,4,Yes,1,verylow,Other,Other_Colored,No,272950
Gasoline,No,Yes,2,Yes,10,avg,White,Other_Colored,No,15000
Hybrid,No,Yes,1.5,Yes,5,low,Black,Black,No,85000
Hybrid,Yes,Yes,1.8,Yes,9,high,Black,Black,No,16500
Gasoline,No,No,3.4,Yes,2,above_expected,Gray,Black,No,44999
Gasoline,No,Yes,2,Yes,5,low,White,Black,No,35999
Gasoline,Yes,Yes,4,Yes,8,low,Black,Black,No,47999
Gasoline,No,No,3.5,Yes,4,above_expected,Gray,Other_Colored,No,36994
Gasoline,No,No,3.7,Yes,14,high,Silver,Black,No,8300
Gasoline,No,No,3.5,Yes,5,low,Black,Black,No,35557
Gasoline,No,Yes,6,Yes,6,verylow,Black,Beige,No,115000
Gasoline,No,No,1.6,No,15,avg,Other,Black,No,6880
Gasoline,No,No,3.5,Yes,19,low,Black,Beige,No,3950
Gasoline,No,Yes,4,Yes,5,low,White,Black,No,113990
Gasoline,No,No,1.6,Yes,13,high,White,Gray,No,3200
Gasoline,No,No,3.5,Yes,5,high,Gray,Black,No,40500
Gasoline,Yes,No,3.5,Yes,4,high,Gray,Beige,No,53722
Gasoline,No,Yes,6.2,Yes,18,verylow,Red,Black,No,259000
Gasoline,Yes,No,5.3,Yes,7,above_expected,Black,Black,No,26000
Gasoline,Yes,Yes,6,Yes,6,low,Black,Beige,No,103000
Gasoline,Yes,Yes,6.6,Yes,5,verylow,Black,Black,No,81330
Gasoline,Yes,No,2.5,Yes,2,low,White,Other_Colored,No,48950
Other,Yes,No,5.3,Yes,13,avg,Red,Black,No,18500
Gasoline,Yes,No,3.6,Yes,7,low,White,Black,No,30000
Gasoline,No,Yes,2.5,Yes,6,verylow,Red,Black,No,85500
Gasoline,No,Yes,2.9,Yes,13,low,Red,Beige,No,32000
Gasoline,Yes,Yes,4.8,Yes,14,low,Black,Beige,No,38500
Gasoline,No,Yes,3.5,Yes,8,low,White,Beige,No,25500
Hybrid,Yes,No,2.4,Yes,11,avg,Silver,Beige,No,9200
Gasoline,No,Yes,2,Yes,5,above_expected,Black,Black,No,35998
Gasoline,No,Yes,3,Yes,7,avg,Gray,Other_Colored,No,34000
Gasoline,Yes,Yes,4.7,Yes,19,low,Silver,Gray,No,13450
Gasoline,No,Yes,5.5,Yes,13,low,Black,Black,No,17500
Gasoline,No,Yes,4.4,Yes,1,avg,Gray,Gray,No,144900
Gasoline,No,No,5.7,Yes,1,low,Red,Black,Yes,65688
Gasoline,No,Yes,5.2,Yes,5,low,Other,Other_Colored,Yes,234900
Hybrid,No,No,3.5,Yes,7,low,Blue,Other_Colored,Yes,37999
Electric,Yes,Yes,,Yes,5,verylow,White,Beige,No,39990
Gasoline,No,No,7.4,Yes,28,low,White,Gray,No,25000
Gasoline,No,Yes,,Yes,4,above_expected,Black,Black,No,72995
Electric,No,No,,Yes,2,above_expected,Red,Other_Colored,No,36000
Gasoline,No,Yes,3,Yes,5,low,White,Other_Colored,No,36000
Other,Yes,No,6.2,Yes,15,high,Red,Beige,No,16900
Gasoline,Yes,No,2.4,Yes,14,avg,Gray,Black,No,6500
Gasoline,No,No,2.4,Yes,12,high,White,Beige,No,10900
Other,No,No,,Yes,31,verylow,White,Beige,No,9599
Gasoline,Yes,Yes,4.2,Yes,19,verylow,Red,Beige,No,2954083
Gasoline,No,Yes,4.8,Yes,9,low,Black,Beige,No,50000
Gasoline,No,No,2,Yes,1,verylow,Other,Gray,No,43499
Gasoline,Yes,No,1.2,Yes,3,avg,Black,Black,Yes,22995
Gasoline,No,No,2.4,Yes,19,low,Other,Gray,No,7850
Gasoline,No,No,3.5,Yes,9,avg,Red,Gray,No,18300
Gasoline,No,Yes,3.8,Yes,10,verylow,Black,Beige,No,78500
Gasoline,No,Yes,3,Yes,9,low,Blue,Black,No,29900
Gasoline,No,Yes,3.4,Yes,1,verylow,Gray,Black,No,119500
Hybrid,Yes,Yes,2,Yes,7,avg,Blue,Black,No,24950
Electric,No,Yes,,Yes,4,low,Blue,Other_Colored,No,36495
Gasoline,Yes,No,1.4,No,7,low,Gray,Black,No,22500
Gasoline,Yes,No,5.9,Yes,22,avg,Black,Black,No,6500
Gasoline,No,No,3,No,1,verylow,Gray,Other_Colored,No,84900
Hybrid,No,Yes,3,Yes,2,above_expected,Gray,Other_Colored,No,66998
Gasoline,No,No,3.8,Yes,17,avg,Black,Gray,No,15750
Gasoline,No,No,1.6,Yes,10,avg,White,Black,No,17000
Gasoline,Yes,No,3.5,Yes,12,low,Black,Black,No,17000
Gasoline,Yes,No,3.3,Yes,18,avg,Blue,Gray,No,6500
Hybrid,No,Yes,2,Yes,1,verylow,Black,Other_Colored,No,75000
Hybrid,No,Yes,3.5,Yes,2,avg,White,Beige,No,52000
Gasoline,Yes,Yes,2,Yes,11,avg,Black,Black,No,13500
Gasoline,No,Yes,3,Yes,15,low,Gray,Gray,No,15500
Gasoline,No,Yes,4.4,Yes,3,verylow,Gray,Black,No,94998
Hybrid,No,No,1.6,Yes,1,low,White,Black,No,44000
Gasoline,No,Yes,2.5,Yes,11,low,Silver,Black,No,13900
Electric,No,No,2,Yes,6,low,White,Black,No,51000
Hybrid,No,Yes,3,Yes,3,avg,Blue,Other_Colored,No,63598
Electric,No,No,,Yes,3,avg,White,Black,No,38000
Gasoline,No,Yes,3,Yes,8,avg,Black,Black,No,23999
Gasoline,No,No,2,Yes,5,low,White,Black,Yes,24998
Gasoline,Yes,No,2,Yes,4,low,Black,Gray,Yes,34645
Gasoline,Yes,No,3.5,Yes,20,avg,Blue,Gray,No,10500
Gasoline,No,Yes,4.4,Yes,2,verylow,Gray,Black,No,132998
Gasoline,No,No,6.4,Yes,2,verylow,Red,Black,No,48000
Gasoline,No,No,3.6,Yes,6,avg,White,Black,No,26500
Gasoline,No,No,6.2,Yes,5,avg,Red,Black,No,57850
Gasoline,No,Yes,4.4,Yes,9,low,Silver,Other_Colored,No,45950
Gasoline,Yes,Yes,3.5,Yes,7,high,Gray,Gray,No,24840
Gasoline,Yes,No,1.8,Yes,8,low,Blue,Beige,No,19000
Gasoline,No,Yes,4.4,Yes,3,low,Black,Black,No,101000
Gasoline,No,No,5,No,12,avg,Silver,Black,No,19000
Gasoline,No,Yes,4.4,Yes,5,low,Black,Other_Colored,No,65998
Gasoline,Yes,No,3.3,Yes,5,above_expected,Silver,Black,No,20708
Gasoline,Yes,Yes,3,Yes,10,avg,Gray,Other_Colored,No,17995
Gasoline,No,Yes,4.7,Yes,14,verylow,Silver,Black,No,69995
Gasoline,No,Yes,3.5,Yes,16,low,Black,Black,No,8400
Gasoline,No,Yes,3,Yes,6,avg,Black,Other_Colored,No,35000
Gasoline,No,No,2,No,14,avg,Red,Black,No,6000
Gasoline,Yes,Yes,3.7,Yes,14,avg,Black,Black,No,13888
Gasoline,Yes,No,4,Yes,19,avg,Black,Other_Colored,No,7200
Gasoline,Yes,Yes,4,No,13,avg,Silver,Black,No,21900
Hybrid,No,No,1.6,Yes,1,verylow,Black,Black,No,41000
Electric,No,No,,Yes,3,low,Red,Black,No,41999
Gasoline,No,Yes,4,Yes,13,low,Gray,Other_Colored,No,34950
Hybrid,No,No,3.6,Yes,1,avg,Gray,Black,No,46000
Gasoline,No,Yes,2.9,Yes,2,low,Other,Black,No,99000
Gasoline,No,No,2.3,Yes,4,above_expected,White,Other_Colored,No,28590
Gasoline,Yes,Yes,3,Yes,6,verylow,Black,Black,No,62000
Electric,No,No,,Yes,2,verylow,White,Other_Colored,No,42500
Electric,No,No,,Yes,7,low,Silver,Black,No,14999
Gasoline,No,No,6.2,Yes,9,high,Black,Black,No,26950
Gasoline,No,Yes,4.7,Yes,10,high,White,Other_Colored,No,29000
Gasoline,No,No,3.5,Yes,3,avg,Gray,Other_Colored,No,59203
Electric,No,No,,Yes,1,verylow,Silver,Other_Colored,No,91000
Gasoline,No,Yes,4.4,Yes,10,low,Black,Black,No,39985
Gasoline,No,Yes,5.2,Yes,7,verylow,White,Black,No,210000
Gasoline,Yes,No,2.7,Yes,2,avg,Gray,Other_Colored,No,68995
Gasoline,No,Yes,5,Yes,3,avg,White,Other_Colored,No,81900
Gasoline,No,Yes,4.6,Yes,9,avg,White,Black,No,31900
Gasoline,No,Yes,,Yes,1,above_expected,Blue,Other_Colored,No,81000
Gasoline,No,Yes,2,Yes,6,avg,Blue,Gray,No,25000
Gasoline,No,Yes,4.2,Yes,21,low,Gray,Black,No,13850
Gasoline,No,No,2,No,9,avg,Gray,Black,No,15550
Diesel,No,No,3,Yes,1,verylow,White,Beige,No,123999
Gasoline,No,No,2,Yes,6,high,White,Gray,No,19190
Gasoline,No,No,2.4,No,1,verylow,White,Black,No,35000
Gasoline,No,No,3,Yes,1,verylow,White,Black,No,98900
Gasoline,No,No,2.5,Yes,3,avg,Black,Gray,No,28500
Gasoline,No,No,5.6,Yes,7,high,Black,Black,No,20900
Gasoline,Yes,Yes,4.7,Yes,16,avg,White,Gray,No,14500
Gasoline,Yes,No,3.6,Yes,11,avg,Black,Black,No,12000
Gasoline,No,Yes,4.2,No,16,verylow,Black,Black,No,63000
Gasoline,No,Yes,3,Yes,4,avg,Black,Black,Yes,47598
Other,No,No,4.3,Yes,6,high,Red,Gray,No,32000
Gasoline,No,No,3.5,Yes,3,above_expected,Gray,Black,No,52000
Other,Yes,No,5.7,Yes,13,high,Black,Gray,No,16000
Hybrid,No,Yes,3,Yes,3,low,Black,Beige,No,60000
Hybrid,No,Yes,3,Yes,5,above_expected,Silver,Beige,No,42500
Gasoline,No,No,3.5,Yes,9,avg,White,Beige,No,18200
Gasoline,No,Yes,2,Yes,7,low,Gray,Black,No,32000
Gasoline,No,Yes,3.5,Yes,1,above_expected,Gray,Other_Colored,No,47124
